"targetID","Indication"
"T85554","Colorectal cancer [ICD-11: 2B91] Phase 2"
"T85554","Head and neck cancer [ICD-11: 2D42] Phase 2"
"T85554","Ovarian cancer [ICD-11: 2C73] Phase 2"
"T85554","Renal cell carcinoma [ICD-11: 2C90] Phase 2"
"T85554","Leukaemia [ICD-11: 2A60-2B33] Phase 1"
"T85554","Lymphoma [ICD-11: 2A80-2A86] Phase 1"
"T85554","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T85574","Hypertension [ICD-11: BA00-BA04] Phase 2"
"T85574","Anemia [ICD-11: 3A00-3A9Z] Discontinued in Phase 2"
"T85581","Heart failure [ICD-11: BD10-BD1Z] Phase 2"
"T85605","Anxiety disorder [ICD-11: 6B00-6B0Z] Approved"
"T85605","Cerebral ischaemia [ICD-11: 8B1Z] Approved"
"T85605","Headache [ICD-11: 8A80-8A84] Approved"
"T85605","Irritable bowel syndrome [ICD-11: DD91] Approved"
"T85605","Nausea/vomiting [ICD-11: MD90] Approved"
"T85605","Pituitary gland disorder [ICD-11: 5A60-5A61] Approved"
"T85605","Schizophrenia [ICD-11: 6A20] Approved"
"T85605","Depression [ICD-11: 6A70-6A7Z] Phase 3"
"T85605","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Phase 3"
"T85605","Epileptic encephalopathy [ICD-11: 8A62] Phase 3"
"T85605","Insomnia [ICD-11: 7A00-7A0Z] Phase 3"
"T85605","Obesity [ICD-11: 5B80-5B81] Phase 3"
"T85605","Bipolar disorder [ICD-11: 6A60] Phase 2"
"T85605","Migraine [ICD-11: 8A80] Phase 1"
"T85605","Parkinsonism [ICD-11: 8A00] Phase 1"
"T85605","Tension-type headache [ICD-11: 8A81] Phase 1"
"T85605","Carcinoid syndrome [ICD-11: 5B10] Terminated"
"T85605","Psychotic disorder [ICD-11: 6A20-6A25] Terminated"
"T85605","General pain disorder [ICD-11: 8E43] Investigative"
"T85616","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T85651","Coronary atherosclerosis [ICD-11: BA80] Phase 2"
"T85651","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T85670","Chronic pain [ICD-11: MG30] Phase 3"
"T85670","General pain disorder [ICD-11: 8E43] Phase 3"
"T85670","Osteoarthritis [ICD-11: FA00-FA05] Phase 3"
"T85670","Pain [ICD-11: MG30-MG3Z] Phase 3"
"T85670","Alzheimer disease [ICD-11: 8A20] Phase 2"
"T85670","Neurodegenerative disorder [ICD-11: 8A20-8A23] Phase 1/2"
"T85733","Breast cancer [ICD-11: 2C60-2C6Y] Approved"
"T85733","Chemoprotection [ICD-11: N.A.] Approved"
"T85733","Respiratory system disease [ICD-11: CB40-CB7Z] Approved"
"T85733","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T85799","Breast cancer [ICD-11: 2C60-2C6Y] Approved"
"T85799","Lung cancer [ICD-11: 2C25] Approved"
"T85799","Psoriasis [ICD-11: EA90] Approved"
"T85799","Schizophrenia [ICD-11: 6A20] Approved"
"T85799","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Approved"
"T85799","Mature B-cell lymphoma [ICD-11: 2A85] Phase 2"
"T85799","Brain cancer [ICD-11: 2A00] Phase 1/2"
"T85799","Liposarcoma [ICD-11: 2B59] Phase 1"
"T85799","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 1"
"T85799","Prostate cancer [ICD-11: 2C82] Phase 1"
"T85799","Retina cancer [ICD-11: 2D02] Terminated"
"T85857","Asthma [ICD-11: CA23] Phase 3"
"T85889","Mineral absorption/transport disorder [ICD-11: 5C64] Approved"
"T85943","Breast cancer [ICD-11: 2C60-2C6Y] Approved"
"T85943","Ischemia [ICD-11: 8B10-8B11] Approved"
"T85943","Multiple myeloma [ICD-11: 2A83] Approved"
"T85943","Myeloproliferative neoplasm [ICD-11: 2A20] Approved"
"T85943","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Approved"
"T85943","Acute myeloid leukaemia [ICD-11: 2A60] Phase 3"
"T85943","BCR-ABL1-negative chronic myeloid leukaemia [ICD-11: 2A41] Phase 3"
"T85943","Brain cancer [ICD-11: 2A00] Phase 3"
"T85943","Cervical cancer [ICD-11: 2C77] Phase 3"
"T85943","Endometrial cancer [ICD-11: 2C76] Phase 3"
"T85943","Epidermal dysplasias [ICD-11: EK90] Phase 3"
"T85943","Fallopian tube cancer [ICD-11: 2C74] Phase 3"
"T85943","Gastrointestinal stromal tumour [ICD-11: 2B5B] Phase 3"
"T85943","Leiomyosarcoma [ICD-11: 2B58] Phase 3"
"T85943","Malignant digestive organ neoplasm [ICD-11: 2C11] Phase 3"
"T85943","Metastatic digestive system neoplasm [ICD-11: 2D8Y] Phase 3"
"T85943","Motor neuron disease [ICD-11: 8B60] Phase 3"
"T85943","Multiple sclerosis [ICD-11: 8A40] Phase 3"
"T85943","Ovarian cancer [ICD-11: 2C73] Phase 3"
"T85943","Pancreatic cancer [ICD-11: 2C10] Phase 3"
"T85943","Peritoneal cancer [ICD-11: 2C51] Phase 3"
"T85943","Sarcoma [ICD-11: 2A60-2C35] Phase 3"
"T85943","Synovial sarcoma [ICD-11: 2B5A] Phase 3"
"T85943","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 2"
"T85943","Osteosarcoma [ICD-11: 2B51] Phase 2"
"T85943","Cardiovascular disease [ICD-11: BA00-BE2Z] Phase 1"
"T85943","Mature B-cell leukaemia [ICD-11: 2A82] Phase 1"
"T85943","Parkinsonism [ICD-11: 8A00] Phase 1"
"T85943","Postoperative inflammation [ICD-11: 1A00-CA43] Phase 1"
"T85943","Low bone mass disorder [ICD-11: FB83] Terminated"
"T85943","Gram-positive bacterial infection [ICD-11: 1B74-1F40] Investigative"
"T85943","Nasopharyngeal cancer [ICD-11: 2B6B] Investigative"
"T85944","Pneumonia [ICD-11: CA40] Preclinical"
"T85944","Gram-negative bacterial infection [ICD-11: 1F41-1G40] Terminated"
"T86014","Ovarian cancer [ICD-11: 2C73] Phase 1/2"
"T86014","Nasopharyngeal cancer [ICD-11: 2B6B] Phase 1"
"T86014","Psychoactive substances use disorder [ICD-11: 6C4G] Phase 1"
"T86014","Arterial occlusive disease [ICD-11: BD40] Terminated"
"T86014","Circulatory system disease [ICD-11: BE2Z] Investigative"
"T86041","Inborn porphyrin/heme metabolism error [ICD-11: 5C58] Approved"
"T86052","Pancreatic cancer [ICD-11: 2C10] Phase 3"
"T86052","Breast cancer [ICD-11: 2C60-2C6Y] Phase 2/3"
"T86052","Lung cancer [ICD-11: 2C25] Phase 2/3"
"T86052","Multiple myeloma [ICD-11: 2A83] Phase 2/3"
"T86052","Myelodysplastic syndrome [ICD-11: 2A37] Phase 2/3"
"T86052","Myeloproliferative neoplasm [ICD-11: 2A20] Phase 2/3"
"T86052","Thrombocytosis [ICD-11: 3B63] Phase 2/3"
"T86052","Acute myeloid leukaemia [ICD-11: 2A60] Phase 2"
"T86052","Melanoma [ICD-11: 2C30] Phase 2"
"T86052","Ovarian cancer [ICD-11: 2C73] Phase 2"
"T86052","Glaucoma [ICD-11: 9C61] Phase 1/2"
"T86052","Head and neck cancer [ICD-11: 2D42] Phase 1/2"
"T86052","Liver cancer [ICD-11: 2C12] Phase 1/2"
"T86052","Brain cancer [ICD-11: 2A00] Phase 1"
"T86052","Prostate cancer [ICD-11: 2C82] Phase 1"
"T86052","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T86057","Inborn purine/pyrimidine/nucleotide metabolism error [ICD-11: 5C55] Approved"
"T86057","Gout [ICD-11: FA25] Phase 2"
"T86072","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T86115","Hyper-lipoproteinaemia [ICD-11: 5C80] Approved"
"T86115","Arterial occlusive disease [ICD-11: BD40] Phase 1"
"T86115","Metabolic disorder [ICD-11: 5C50-5D2Z] Phase 1"
"T86115","Postoperative inflammation [ICD-11: 1A00-CA43] Phase 1"
"T86130","Crohn disease [ICD-11: DD70] Phase 3"
"T86130","Ulcerative colitis [ICD-11: DD71] Phase 3"
"T86130","Asthma [ICD-11: CA23] Phase 2"
"T86130","Indeterminate colitis [ICD-11: DD72] Phase 2"
"T86130","Multiple sclerosis [ICD-11: 8A40] Phase 2"
"T86130","Rheumatoid arthritis [ICD-11: FA20] Phase 2"
"T86130","Postoperative inflammation [ICD-11: 1A00-CA43] Terminated"
"T86161","Coeliac disease [ICD-11: DA95] Phase 2"
"T86161","Influenza [ICD-11: 1E30-1E32] Phase 2"
"T86161","Mild neurocognitive disorder [ICD-11: 6D71] Phase 2"
"T86161","Lung cancer [ICD-11: 2C25] Phase 1"
"T86161","Parkinsonism [ICD-11: 8A00] Discontinued in Phase 1"
"T86161","Human immunodeficiency virus disease [ICD-11: 1C60-1C62] Terminated"
"T86192","Behcet disease [ICD-11: 4A62] Approved"
"T86192","Epilepsy/seizure [ICD-11: 8A61-8A6Z] Approved"
"T86192","Chronic pain [ICD-11: MG30] Phase 2"
"T86192","General pain disorder [ICD-11: 8E43] Phase 2"
"T86192","Parkinsonism [ICD-11: 8A00] Discontinued in Phase 2"
"T86254","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T86254","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 1/2"
"T86254","Brain cancer [ICD-11: 2A00] Phase 1"
"T86264","Acute disease anaemia [ICD-11: 3A90] Phase 2"
"T86264","Anemia [ICD-11: 3A00-3A9Z] Phase 1"
"T86264","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1"
"T86264","Myeloproliferative neoplasm [ICD-11: 2A20] Phase 1"
"T86264","Thalassaemia [ICD-11: 3A50] Phase 1"
"T86271","Myelopathy [ICD-11: 8B42] Clinical trial"
"T86271","Multiple myeloma [ICD-11: 2A83] Terminated"
"T86273","Type 2 diabetes mellitus [ICD-11: 5A11] Phase 1/2"
"T86273","Hepatic fibrosis/cirrhosis [ICD-11: DB93] Preclinical"
"T86273","Metabolic disorder [ICD-11: 5C50-5D2Z] Investigative"
"T86321","Brain cancer [ICD-11: 2A00] Phase 2"
"T86323","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1/2"
"T86323","Multiple myeloma [ICD-11: 2A83] Phase 1/2"
"T86323","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1"
"T86350","Breast cancer [ICD-11: 2C60-2C6Y] Phase 2"
"T86350","Colorectal cancer [ICD-11: 2B91] Phase 2"
"T86350","Head and neck cancer [ICD-11: 2D42] Phase 2"
"T86350","Lung cancer [ICD-11: 2C25] Phase 2"
"T86350","Pancreatic cancer [ICD-11: 2C10] Phase 2"
"T86350","Psoriasis [ICD-11: EA90] Phase 2"
"T86350","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T86350","Squamous cell carcinoma [ICD-11: 2B60-2D01] Phase 2"
"T86350","Malignant mesenchymal neoplasm [ICD-11: 2B5D-2B5Y] Phase 1/2"
"T86350","Metastatic lymph node neoplasm [ICD-11: 2D60] Phase 1"
"T86364","Chronic obstructive pulmonary disease [ICD-11: CA22] Phase 2"
"T86364","Pulmonary hypertension [ICD-11: BB01] Phase 2"
"T86385","Chronic obstructive pulmonary disease [ICD-11: CA22] Phase 2"
"T86385","Coronavirus infection [ICD-11: 1D92] Discontinued in Phase 3"
"T86385","Dissociative neurological symptom disorder [ICD-11: 6B60] Discontinued in Phase 3"
"T86385","Atopic eczema [ICD-11: EA80] Discontinued in Phase 2"
"T86399","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1/2"
"T86399","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1/2"
"T86399","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"T86399","Prostate cancer [ICD-11: 2C82] Phase 1"
"T86428","Colorectal cancer [ICD-11: 2B91] Terminated"
"T86428","Lung cancer [ICD-11: 2C25] Terminated"
"T86428","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Terminated"
"T86437","COVID-19 [ICD-11: 1D6Y] Phase 3 Trial"
"T86437","Myelofibrosis [ICD-11: 2A22] Phase 3 Trial"
"T86462","Amyloidosis [ICD-11: 5D00] Approved"
"T86462","Cardiomyopathy [ICD-11: BC43] Phase 3"
"T86513","COVID-19 [ICD-11: 1D6Y] Phase 3 Trial"
"T86513","Rheumatoid arthritis [ICD-11: FA20] Phase 3 Trial"
"T86513","Vasculitis [ICD-11: 4A44] Phase 3 Trial"
"T86528","Bone paget disease [ICD-11: FB85] Approved"
"T86528","Focal/segmental autonomic disorder [ICD-11: 8D8A] Approved"
"T86528","Low bone mass disorder [ICD-11: FB83] Approved"
"T86528","Mineral excesses [ICD-11: 5B91] Approved"
"T86528","Musculoskeletal system/connective tissue disease [ICD-11: FC0Z] Approved"
"T86528","Acute myeloid leukaemia [ICD-11: 2A60] Phase 3"
"T86528","Colorectal cancer [ICD-11: 2B91] Phase 3"
"T86528","Mature T-cell lymphoma [ICD-11: 2A90] Phase 3"
"T86528","Myelodysplastic syndrome [ICD-11: 2A37] Phase 3"
"T86528","Myeloproliferative neoplasm [ICD-11: 2A20] Phase 3"
"T86528","Pancreatic cancer [ICD-11: 2C10] Phase 3"
"T86528","Sexually transmitted infection [ICD-11: 1A9Y-1A9Z] Phase 3"
"T86528","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"T86541","General pain disorder [ICD-11: 8E43] Investigative"
"T86552","Brain cancer [ICD-11: 2A00] Phase 3"
"T86552","Ovarian cancer [ICD-11: 2C73] Phase 3"
"T86552","Intrathoracic organs injury [ICD-11: NB32] Phase 2"
"T86552","Acute respiratory distress syndrome [ICD-11: CB00] Phase 1"
"T86552","Indeterminate colitis [ICD-11: DD72] Phase 1"
"T86552","Ulcerative colitis [ICD-11: DD71] Phase 1"
"T86552","Alopecia [ICD-11: ED70] Terminated"
"T86552","Acute/subacute hepatic failure [ICD-11: DB91] Investigative"
"T86552","Chronic obstructive pulmonary disease [ICD-11: CA22] Investigative"
"T86552","Diabetes mellitus [ICD-11: 5A10] Investigative"
"T86552","Multiple sclerosis [ICD-11: 8A40] Investigative"
"T86552","Rheumatoid arthritis [ICD-11: FA20] Investigative"
"T86573","COVID-19 [ICD-11: 1D6Y] Phase 1 Trial"
"T86573","Hepatitis virus infection [ICD-11: 1E50-1E51] Phase 1 Trial"
"T86573","Middle East Respiratory Syndrome [ICD-11: 1D64] Phase 1 Trial"
"T86573","Severe acute respiratory syndrome [ICD-11: 1D65] Phase 1 Trial"
"T86577","COVID-19 [ICD-11: 1D6Y] Investigative"
"T86577","Type 2 diabetes mellitus [ICD-11: 5A11] Investigative"
"T86591","Cardiovascular disease [ICD-11: BA00-BE2Z] Approved"
"T86591","Hyperlipidemia [ICD-11: 5C80] Approved"
"T86591","Hyper-lipoproteinaemia [ICD-11: 5C80] Approved"
"T86591","Inborn lipid metabolism error [ICD-11: 5C52] Approved"
"T86591","Type 2 diabetes mellitus [ICD-11: 5A11] Approved"
"T86591","Diabetes mellitus [ICD-11: 5A10] Phase 3"
"T86591","Non-alcoholic fatty liver disease [ICD-11: DB92] Phase 3"
"T86591","Acute diabete complication [ICD-11: 5A2Y] Phase 2"
"T86591","Dyslipidemia [ICD-11: 5C80-5C81] Phase 2"
"T86591","Gout [ICD-11: FA25] Phase 1"
"T86591","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T86591","Heart failure [ICD-11: BD10-BD1Z] Discontinued in Phase 2"
"T86591","Arterial occlusive disease [ICD-11: BD40] Discontinued in Phase 1"
"T86591","Idiopathic interstitial pneumonitis [ICD-11: CB03] Preclinical"
"T86591","Metabolic disorder [ICD-11: 5C50-5D2Z] Preclinical"
"T86591","Rheumatoid arthritis [ICD-11: FA20] Preclinical"
"T86597","COVID-19 [ICD-11: 1D6Y] Investigative"
"T86609","Virus infection [ICD-11: 1A24-1D9Z] Preclinical"
"T86646","COVID-19 [ICD-11: 1D6Y] Investigative"
"T86646","Heart failure [ICD-11: BD10-BD1Z] Investigative"
"T86652","Cardiovascular disease [ICD-11: BA00-BE2Z] Phase 2"
"T86652","Metabolic disorder [ICD-11: 5C50-5D2Z] Phase 2"
"T86652","Coronary atherosclerosis [ICD-11: BA80] Preclinical"
"T86652","Hyper-lipoproteinaemia [ICD-11: 5C80] Preclinical"
"T86674","Virus infection [ICD-11: 1A24-1D9Z] Approved"
"T86674","Influenza [ICD-11: 1E30-1E32] Phase 2"
"T86674","Postoperative inflammation [ICD-11: 1A00-CA43] Phase 2"
"T86679","Herpes simplex infection [ICD-11: 1F00] Approved"
"T86679","Supraventricular tachyarrhythmia [ICD-11: BC81] Approved"
"T86679","Heart failure [ICD-11: BD10-BD1Z] Phase 2"
"T86679","Hypertension [ICD-11: BA00-BA04] Phase 2"
"T86679","Colorectal cancer [ICD-11: 2B91] Phase 1/2"
"T86679","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"T86679","Asthma [ICD-11: CA23] Phase 1"
"T86679","Breathing abnormality [ICD-11: MD11] Phase 1"
"T86679","Lung cancer [ICD-11: 2C25] Phase 1"
"T86679","Parkinsonism [ICD-11: 8A00] Phase 1"
"T86679","Alzheimer disease [ICD-11: 8A20] Discontinued in Phase 3"
"T86679","Ischaemic heart disease [ICD-11: BA6Z] Preclinical"
"T86679","Multiple sclerosis [ICD-11: 8A40] Terminated"
"T86679","Type 2 diabetes mellitus [ICD-11: 5A11] Investigative"
"T86702","Corneal disease [ICD-11: 9A76-9A78] Discontinued in Phase 2"
"T86702","Hepatitis virus infection [ICD-11: 1E50-1E51] Discontinued in Phase 2"
"T86702","Myocardial infarction [ICD-11: BA41-BA43] Discontinued in Phase 2"
"T86702","Osteoarthritis [ICD-11: FA00-FA05] Discontinued in Phase 2"
"T86702","Idiopathic interstitial pneumonitis [ICD-11: CB03] Preclinical"
"T86702","Multiple sclerosis [ICD-11: 8A40] Terminated"
"T86702","Rheumatoid arthritis [ICD-11: FA20] Terminated"
"T86734","Breast cancer [ICD-11: 2C60-2C6Y] Phase 2"
"T86734","Leukaemia [ICD-11: 2A60-2B33] Phase 2"
"T86734","Renal cell carcinoma [ICD-11: 2C90] Phase 2"
"T86734","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"T86748","Colorectal cancer [ICD-11: 2B91] Phase 2"
"T86748","Kaposi sarcoma [ICD-11: 2B57] Phase 2"
"T86748","Melanoma [ICD-11: 2C30] Phase 2"
"T86748","Neuroendocrine carcinoma [ICD-11: 2C34] Phase 2"
"T86748","Sarcoma [ICD-11: 2A60-2C35] Phase 2"
"T86803","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"T86805","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"T86805","Mature T-cell lymphoma [ICD-11: 2A90] Investigative"
"T86805","Middle East Respiratory Syndrome [ICD-11: 1D64] Investigative"
"T86836","Acute myeloid leukaemia [ICD-11: 2A60] Approved"
"T86836","Brain cancer [ICD-11: 2A00] Approved"
"T86836","Breast cancer [ICD-11: 2C60-2C6Y] Approved"
"T86836","Colorectal cancer [ICD-11: 2B91] Approved"
"T86836","Cystic fibrosis [ICD-11: CA25] Approved"
"T86836","Endometrial cancer [ICD-11: 2C76] Approved"
"T86836","Hodgkin lymphoma [ICD-11: 2B30] Approved"
"T86836","Kaposi sarcoma [ICD-11: 2B57] Approved"
"T86836","Leukaemia [ICD-11: 2A60-2B33] Approved"
"T86836","Liver cancer [ICD-11: 2C12] Approved"
"T86836","Lung cancer [ICD-11: 2C25] Approved"
"T86836","Malignant digestive organ neoplasm [ICD-11: 2C11] Approved"
"T86836","Mature T-cell lymphoma [ICD-11: 2A90] Approved"
"T86836","Melanoma [ICD-11: 2C30] Approved"
"T86836","Multiple myeloma [ICD-11: 2A83] Approved"
"T86836","Myelodysplastic syndrome [ICD-11: 2A37] Approved"
"T86836","Myeloproliferative neoplasm [ICD-11: 2A20] Approved"
"T86836","Nutritional deficiency [ICD-11: 5B50-5B71] Approved"
"T86836","Osteosarcoma [ICD-11: 2B51] Approved"
"T86836","Ovarian cancer [ICD-11: 2C73] Approved"
"T86836","Pancreatic cancer [ICD-11: 2C10] Approved"
"T86836","Prostate cancer [ICD-11: 2C82] Approved"
"T86836","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Approved"
"T86836","Bladder cancer [ICD-11: 2C94] Phase 3"
"T86836","Malaria [ICD-11: 1F40-1F45] Phase 3"
"T86836","Respiratory infection [ICD-11: CA07-CA4Z] Phase 3"
"T86836","Mature B-cell lymphoma [ICD-11: 2A85] Phase 2"
"T86836","Metastatic tumour [ICD-11: 2D50-2E2Z] Phase 2"
"T86836","Squamous cell carcinoma [ICD-11: 2B60-2D01] Phase 2"
"T86836","Mycobacterium infection [ICD-11: 1B10-1B21] Phase 1/2"
"T86836","Human immunodeficiency virus disease [ICD-11: 1C60-1C62] Phase 1"
"T86836","Influenza [ICD-11: 1E30-1E32] Phase 1"
"T86836","Skin disease [ICD-11: EA00-EM0Z] Phase 1"
"T86836","Lupus erythematosus [ICD-11: 4A40] Discontinued in Phase 3"
"T86836","Head and neck cancer [ICD-11: 2D42] Discontinued in Phase 2"
"T86836","Stomach cancer [ICD-11: 2B72] Discontinued in Phase 2"
"T86836","Fungal infection [ICD-11: 1F29-1F2F] Preclinical"
"T86837","COVID-19 [ICD-11: 1D6Y] Phase 2 Trial"
"T86885","Antiphospholipid syndrome [ICD-11: 4A45] Discontinued in Phase 1"
"T86918","Pancreatic malfunction [ICD-11: DC30-DC3Z] NDA filed"
"T86918","Cystic fibrosis [ICD-11: CA25] Phase 3"
"T86928","COVID-19 [ICD-11: 1D6Y] Investigative"
"T86928","Liver cancer [ICD-11: 2C12] Investigative"
"T86992","HIV-infected patients with tuberculosis [ICD-11: 1B10-1B14] Phase 2"
"T87023","Ischaemic/haemorrhagic stroke [ICD-11: 8B20] Approved"
"T87023","Asthma [ICD-11: CA23] Phase 3"
"T87023","Dengue fever [ICD-11: 1D2Z] Phase 2"
"T87023","Hepatitis virus infection [ICD-11: 1E50-1E51] Phase 2"
"T87023","Indeterminate colitis [ICD-11: DD72] Phase 2"
"T87023","Psoriasis [ICD-11: EA90] Phase 2"
"T87023","Sepsis [ICD-11: 1G40-1G41] Phase 2"
"T87023","Unspecific body region injury [ICD-11: ND56] Phase 2"
"T87023","Obesity [ICD-11: 5B80-5B81] Phase 1"
"T87023","Allergic/hypersensitivity disorder [ICD-11: 4A80-4A8Z] Discontinued in Phase 2"
"T87023","Conjunctiva disorder [ICD-11: 9A60] Discontinued in Phase 2"
"T87023","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Discontinued in Phase 1"
"T87023","Cardiac arrhythmia [ICD-11: BC9Z] Terminated"
"T87023","Cerebral ischaemic stroke [ICD-11: 8B11] Terminated"
"T87023","Postoperative inflammation [ICD-11: 1A00-CA43] Terminated"
"T87023","Thrombocytopenia [ICD-11: 3B64] Terminated"
"T87023","Thrombosis [ICD-11: DB61-GB90] Terminated"
"T87023","Cerebral ischaemia [ICD-11: 8B1Z] Investigative"
"T87024","Diagnostic imaging [ICD-11: N.A.] Approved"
"T87024","Alzheimer disease [ICD-11: 8A20] Phase 3"
"T87024","Desmoid tumour [ICD-11: 2F7C] Phase 3"
"T87024","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 3"
"T87024","Retinopathy [ICD-11: 9B71] Phase 2"
"T87024","Dystrophic epidermolysis bullosa [ICD-11: EC32] Phase 1/2"
"T87024","Amyloidosis [ICD-11: 5D00] Phase 1"
"T87024","Macular degeneration [ICD-11: 9B75] Discontinued in Phase 2"
"T87024","Intracranial injury [ICD-11: NA07] Preclinical"
"T87024","Brain cancer [ICD-11: 2A00] Investigative"
"T87024","Dissociative neurological symptom disorder [ICD-11: 6B60] Investigative"
"T87024","Mild neurocognitive disorder [ICD-11: 6D71] Investigative"
"T87075","Transplant rejection [ICD-11: NE84] Approved"
"T87075","Breast cancer [ICD-11: 2C60-2C6Y] Phase 2"
"T87075","Melanoma [ICD-11: 2C30] Phase 2"
"T87075","Mycosis fungoides [ICD-11: 2B01] Phase 2"
"T87075","Prostate cancer [ICD-11: 2C82] Phase 1"
"T87075","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"T87108","Ovarian cancer [ICD-11: 2C73] Phase 2"
"T87108","Pancreatic cancer [ICD-11: 2C10] Phase 2"
"T87108","Peritoneal cancer [ICD-11: 2C51] Phase 2"
"T87108","Stomach cancer [ICD-11: 2B72] Phase 2"
"T87108","Cervical cancer [ICD-11: 2C77] Phase 1/2"
"T87108","Liver cancer [ICD-11: 2C12] Phase 1/2"
"T87108","Lung cancer [ICD-11: 2C25] Phase 1/2"
"T87108","Non-small cell lung cancer [ICD-11: 2C25] Phase 1/2"
"T87108","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"T87108","Breast cancer [ICD-11: 2C60-2C6Y] Phase 1"
"T87108","Endometrial cancer [ICD-11: 2C76] Phase 1"
"T87108","Fallopian tube cancer [ICD-11: 2C74] Phase 1"
"T87108","Lymphatic vessel/lymph nodes disorder [ICD-11: BD9Z] Phase 1"
"T87108","Mesothelial tumour [ICD-11: 2F10] Phase 1"
"T87108","Mesothelin positive tumour [ICD-11: 2C51-2F10] Phase 1"
"T87108","Metastatic malignant neoplasm [ICD-11: 2D50-2E09] Phase 1"
"T87108","Metastatic pleura neoplasm [ICD-11: 2D72] Phase 1"
"T87108","Pleural mesothelioma [ICD-11: 2C26] Phase 1"
"T87109","Mature B-cell leukaemia [ICD-11: 2A82] Preclinical"
"T87109","Pancreatic cancer [ICD-11: 2C10] Preclinical"
"T87119","Candidosis [ICD-11: 1F23] Approved"
"T87119","Conjunctiva disorder [ICD-11: 9A60] Approved"
"T87119","Dermatophytosis [ICD-11: 1F28] Approved"
"T87166","Acute diabete complication [ICD-11: 5A2Y] Phase 2"
"T87166","Diabetes mellitus [ICD-11: 5A10] Phase 2"
"T87166","Type 2 diabetes mellitus [ICD-11: 5A11] Phase 2"
"T87166","Obesity [ICD-11: 5B80-5B81] Phase 1"
"T87206","Ischaemic/haemorrhagic stroke [ICD-11: 8B20] Phase 2/3"
"T87206","Type 2 diabetes mellitus [ICD-11: 5A11] Phase 2/3"
"T87237","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1/2"
"T87237","Malignant haematopoietic neoplasm [ICD-11: 2B33] Phase 1/2"
"T87237","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1/2"
"T87237","Myeloproliferative neoplasm [ICD-11: 2A20] Phase 1/2"
"T87259","Multiple sclerosis [ICD-11: 8A40] Phase 2"
"T87325","COVID-19 [ICD-11: 1D6Y] Phase 3 Trial"
"T87325","Episodic vestibular syndrome [ICD-11: AB31] Phase 2 Trial"
"T87325","Middle East Respiratory Syndrome [ICD-11: 1D64] Phase 2 Trial"
"T87325","Severe acute respiratory syndrome [ICD-11: 1D65] Phase 2 Trial"
"T87325","Substance abuse [ICD-11: 6C40] Phase 2 Trial"
"T87325","Coronavirus infection [ICD-11: 1D92] Preclinical"
"T87325","Alzheimer disease [ICD-11: 8A20] Investigative"
"T87325","Pancreatic cancer [ICD-11: 2C10] Investigative"
"T87350","Diabetic foot ulcer [ICD-11: BD54] Phase 3"
"T87350","Retinopathy [ICD-11: 9B71] Phase 2"
"T87350","Cystic fibrosis [ICD-11: CA25] Phase 1"
"T87374","COVID-19 [ICD-11: 1D6Y] Phase 3"
"T87374","Middle East Respiratory Syndrome [ICD-11: 1D64] Phase 2/3 Trial"
"T87374","Coronavirus infection [ICD-11: 1D92] Phase 1"
